split,data_group,filename,extension,logical_size_bytes,relative_path,logical_size_MiB,size_ratio,simulation_number,parameter_parsed
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1290.54_1333.56.stat,.stat,1366275,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1290.54_1333.56.stat,1.3029813766479492,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1290.54_1376.58.stat,.stat,1377704,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1290.54_1376.58.stat,1.3138809204101562,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1301.30_1312.05.stat,.stat,1331627,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1301.30_1312.05.stat,1.2699384689331055,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1312.05_1322.80.stat,.stat,1341198,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1312.05_1322.80.stat,1.2790660858154297,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1312.05_1333.56.stat,.stat,1353544,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1312.05_1333.56.stat,1.2908401489257812,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1322.80_1333.56.stat,.stat,1337831,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1322.80_1333.56.stat,1.2758550643920898,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1333.56_1344.31.stat,.stat,1346677,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1333.56_1344.31.stat,1.2842912673950195,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1333.56_1355.07.stat,.stat,1363444,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1333.56_1355.07.stat,1.3002815246582031,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1333.56_1376.58.stat,.stat,1366257,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1333.56_1376.58.stat,1.302964210510254,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1344.31_1355.07.stat,.stat,1343323,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1344.31_1355.07.stat,1.281092643737793,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1355.07_1365.82.stat,.stat,1335216,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1355.07_1365.82.stat,1.2733612060546875,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1355.07_1376.58.stat,.stat,1346122,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1355.07_1376.58.stat,1.283761978149414,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1365.82_1376.58.stat,.stat,1337033,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1365.82_1376.58.stat,1.2750940322875977,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1387.33.stat,.stat,1334157,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1387.33.stat,1.2723512649536133,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1398.09.stat,.stat,1340193,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1398.09.stat,1.2781076431274414,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1419.59.stat,.stat,1354110,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1419.59.stat,1.2913799285888672,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1462.61.stat,.stat,1362535,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1462.61.stat,1.2994146347045898,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1548.65.stat,.stat,1375514,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1548.65.stat,1.3117923736572266,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1720.72.stat,.stat,1392958,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1376.58_1720.72.stat,1.3284282684326172,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1387.33_1398.09.stat,.stat,1331910,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1387.33_1398.09.stat,1.2702083587646484,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1398.09_1408.84.stat,.stat,1341625,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1398.09_1408.84.stat,1.2794733047485352,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1398.09_1419.59.stat,.stat,1349983,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1398.09_1419.59.stat,1.2874441146850586,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1408.84_1419.59.stat,.stat,1334445,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1408.84_1419.59.stat,1.2726259231567383,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1419.59_1430.35.stat,.stat,1331057,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1419.59_1430.35.stat,1.269394874572754,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1419.59_1441.10.stat,.stat,1343812,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1419.59_1441.10.stat,1.2815589904785156,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1419.59_1462.61.stat,.stat,1353597,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1419.59_1462.61.stat,1.2908906936645508,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1430.35_1441.10.stat,.stat,1334943,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1430.35_1441.10.stat,1.2731008529663086,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1441.10_1451.86.stat,.stat,1329191,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1441.10_1451.86.stat,1.2676153182983398,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1441.10_1462.61.stat,.stat,1341660,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1441.10_1462.61.stat,1.2795066833496094,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1451.86_1462.61.stat,.stat,1336872,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1451.86_1462.61.stat,1.2749404907226562,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1473.37.stat,.stat,1334023,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1473.37.stat,1.2722234725952148,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1484.12.stat,.stat,1349616,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1484.12.stat,1.2870941162109375,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1505.63.stat,.stat,1363942,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1505.63.stat,1.3007564544677734,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1548.65.stat,.stat,1371250,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1462.61_1548.65.stat,1.3077259063720703,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1473.37_1484.12.stat,.stat,1340526,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1473.37_1484.12.stat,1.2784252166748047,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1484.12_1494.88.stat,.stat,1337025,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1484.12_1494.88.stat,1.2750864028930664,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1484.12_1505.63.stat,.stat,1360412,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1484.12_1505.63.stat,1.2973899841308594,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1494.88_1505.63.stat,.stat,1350152,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1494.88_1505.63.stat,1.2876052856445312,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1505.63_1516.39.stat,.stat,1329013,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1505.63_1516.39.stat,1.2674455642700195,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1505.63_1527.14.stat,.stat,1345693,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1505.63_1527.14.stat,1.2833528518676758,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1505.63_1548.65.stat,.stat,1358854,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1505.63_1548.65.stat,1.2959041595458984,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1516.39_1527.14.stat,.stat,1341825,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1516.39_1527.14.stat,1.2796640396118164,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1527.14_1537.89.stat,.stat,1331966,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1527.14_1537.89.stat,1.2702617645263672,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1527.14_1548.65.stat,.stat,1354547,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1527.14_1548.65.stat,1.2917966842651367,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1537.89_1548.65.stat,.stat,1347801,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1537.89_1548.65.stat,1.2853631973266602,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1559.40.stat,.stat,1331377,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1559.40.stat,1.269700050354004,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1570.16.stat,.stat,1352311,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1570.16.stat,1.2896642684936523,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1591.67.stat,.stat,1359031,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1591.67.stat,1.2960729598999023,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1634.69.stat,.stat,1374450,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1634.69.stat,1.3107776641845703,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1720.72.stat,.stat,1389512,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1548.65_1720.72.stat,1.3251419067382812,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1559.40_1570.16.stat,.stat,1347773,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1559.40_1570.16.stat,1.2853364944458008,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1570.16_1580.91.stat,.stat,1341188,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1570.16_1580.91.stat,1.2790565490722656,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1570.16_1591.67.stat,.stat,1347356,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1570.16_1591.67.stat,1.2849388122558594,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1580.91_1591.67.stat,.stat,1335842,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1580.91_1591.67.stat,1.2739582061767578,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1591.67_1602.42.stat,.stat,1325823,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1591.67_1602.42.stat,1.2644033432006836,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1591.67_1613.18.stat,.stat,1356291,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1591.67_1613.18.stat,1.2934598922729492,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1591.67_1634.69.stat,.stat,1367754,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1591.67_1634.69.stat,1.304391860961914,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1602.42_1613.18.stat,.stat,1347754,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1602.42_1613.18.stat,1.285318374633789,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1613.18_1623.93.stat,.stat,1352362,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1613.18_1623.93.stat,1.289712905883789,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1613.18_1634.69.stat,.stat,1357343,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1613.18_1634.69.stat,1.2944631576538086,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1623.93_1634.69.stat,.stat,1337836,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1623.93_1634.69.stat,1.2758598327636719,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1645.44.stat,.stat,1335064,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1645.44.stat,1.2732162475585938,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1656.19.stat,.stat,1345976,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1656.19.stat,1.2836227416992188,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1677.70.stat,.stat,1364640,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1677.70.stat,1.301422119140625,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1720.72.stat,.stat,1369247,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1634.69_1720.72.stat,1.3058156967163086,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1645.44_1656.19.stat,.stat,1332525,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1645.44_1656.19.stat,1.2707948684692383,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1656.19_1666.95.stat,.stat,1340411,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1656.19_1666.95.stat,1.278315544128418,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1656.19_1677.70.stat,.stat,1358650,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1656.19_1677.70.stat,1.2957096099853516,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1666.95_1677.70.stat,.stat,1346059,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1666.95_1677.70.stat,1.2837018966674805,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1677.70_1688.46.stat,.stat,1343114,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1677.70_1688.46.stat,1.280893325805664,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1677.70_1699.21.stat,.stat,1351505,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1677.70_1699.21.stat,1.288895606994629,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1677.70_1720.72.stat,.stat,1357146,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1677.70_1720.72.stat,1.2942752838134766,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1688.46_1699.21.stat,.stat,1340549,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1688.46_1699.21.stat,1.278447151184082,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1699.21_1709.97.stat,.stat,1337424,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1699.21_1709.97.stat,1.2754669189453125,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1699.21_1720.72.stat,.stat,1348507,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1699.21_1720.72.stat,1.286036491394043,,,False
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1709.97_1720.72.stat,.stat,1333537,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1709.97_1720.72.stat,1.2717599868774414,,,False
training,raw_simulation_files,000002.s15.eps,.eps,2186101,bidisperse_mixtures/000002.s15.eps,2.0848283767700195,,,False
training,raw_simulation_files,000007.s18.eps,.eps,2186101,bidisperse_mixtures/000007.s18.eps,2.0848283767700195,,,False
training,raw_simulation_files,000008.s12.eps,.eps,2186101,bidisperse_mixtures/000008.s12.eps,2.0848283767700195,,,False
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_000000_num_1.data,.data,2076613186,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_000000_num_1.data,1980.4126605987549,1.0,1,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_000000_num_1.ene,.ene,136402,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_000000_num_1.ene,0.1300830841064453,1.0,1,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_000000_num_1.restart,.restart,12602038,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_000000_num_1.restart,12.018239974975586,1.0,1,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_000000_num_1.stat,.stat,223,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_000000_num_1.stat,0.00021266937255859375,1.0,1,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_000000_num_1.txt,.txt,7,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_000000_num_1.txt,6.67572021484375e-06,1.0,1,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_000000_num_1.xballs,.xballs,308,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_000000_num_1.xballs,0.000293731689453125,1.0,1,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_010101_num_2.data,.data,2076854878,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_010101_num_2.data,1980.6431560516357,1.010101,2,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_010101_num_2.ene,.ene,136402,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_010101_num_2.ene,0.1300830841064453,1.010101,2,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_010101_num_2.restart,.restart,12708663,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_010101_num_2.restart,12.119925498962402,1.010101,2,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_010101_num_2.txt,.txt,7,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_010101_num_2.txt,6.67572021484375e-06,1.010101,2,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_010101_num_2.xballs,.xballs,229,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_010101_num_2.xballs,0.00021839141845703125,1.010101,2,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_020202_num_3.data,.data,2077807713,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_020202_num_3.data,1981.5518503189087,1.020202,3,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_020202_num_3.ene,.ene,136402,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_020202_num_3.ene,0.1300830841064453,1.020202,3,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_020202_num_3.restart,.restart,12476404,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_020202_num_3.restart,11.898426055908203,1.020202,3,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_020202_num_3.txt,.txt,7,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_020202_num_3.txt,6.67572021484375e-06,1.020202,3,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_020202_num_3.xballs,.xballs,272,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_020202_num_3.xballs,0.0002593994140625,1.020202,3,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_030303_num_4.data,.data,2079402268,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_030303_num_4.data,1983.0725364685059,1.030303,4,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_030303_num_4.ene,.ene,136402,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_030303_num_4.ene,0.1300830841064453,1.030303,4,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_030303_num_4.restart,.restart,12697217,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_030303_num_4.restart,12.109009742736816,1.030303,4,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_030303_num_4.txt,.txt,7,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_030303_num_4.txt,6.67572021484375e-06,1.030303,4,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_030303_num_4.xballs,.xballs,272,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_030303_num_4.xballs,0.0002593994140625,1.030303,4,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_040404_num_5.data,.data,2081532221,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_040404_num_5.data,1985.1038179397583,1.040404,5,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_040404_num_5.ene,.ene,136402,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_040404_num_5.ene,0.1300830841064453,1.040404,5,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_040404_num_5.restart,.restart,12761573,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_040404_num_5.restart,12.170384407043457,1.040404,5,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_040404_num_5.txt,.txt,7,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_040404_num_5.txt,6.67572021484375e-06,1.040404,5,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_040404_num_5.xballs,.xballs,272,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_040404_num_5.xballs,0.0002593994140625,1.040404,5,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_050505_num_6.data,.data,2084087287,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_050505_num_6.data,1987.5405187606812,1.050505,6,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_050505_num_6.ene,.ene,136402,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_050505_num_6.ene,0.1300830841064453,1.050505,6,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_050505_num_6.restart,.restart,12696308,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_050505_num_6.restart,12.108142852783203,1.050505,6,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_050505_num_6.txt,.txt,7,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_050505_num_6.txt,6.67572021484375e-06,1.050505,6,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_050505_num_6.xballs,.xballs,272,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_050505_num_6.xballs,0.0002593994140625,1.050505,6,True
training,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_060606_num_7.data,.data,2087450069,bidisperse_mixtures/rotating_drum_bidisperse_size_ratio_1_060606_num_7.data,1990.7475175857544,1.060606,7,True
